host_is_superhost,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,Number of amenities,guests_included,price_per_extra_person,minimum_nights,number_of_reviews,number_days_btw_first_last_review,review_scores_rating,cancellation_policy,price,price_gte_150,price_category
0,0,Charlestown,42.37655111,-71.06676906,House,Entire home/apt,2,1,1,1,Real Bed,17,2,25,2,76,2183,99,strict,235,1,gte_226
0,1,Charlestown,42.37767807,-71.06480029,Apartment,Entire home/apt,2,1,0,2,Real Bed,15,2,15,1,33,622,93,flexible,175,1,btw_$151-$225
0,1,Charlestown,42.37502381,-71.05921093,House,Private room,1,1,1,1,Real Bed,17,0,0,1,39,1113,96,strict,100,0,btw_$75-$150
0,1,Charlestown,42.37567506,-71.06080415,House,Private room,2,1,1,1,Real Bed,8,1,50,3,33,1826,95,strict,125,0,btw_$75-$150
1,1,Charlestown,42.37653226,-71.06157887,Apartment,Entire home/apt,4,1,1,1,Real Bed,20,2,20,1,42,462,97,strict,260,1,gte_226
0,0,Charlestown,42.38410763,-71.07805422,House,Private room,1,1,1,1,Real Bed,13,1,0,1,0,0,,flexible,55,0,lte_$75
0,0,Charlestown,42.3837493,-71.07723139,House,Private room,1,1,1,1,Real Bed,15,1,10,1,1,0,80,strict,55,0,lte_$75
0,0,Charlestown,42.38226549,-71.06999257,Condominium,Entire home/apt,6,1.5,2,2,Real Bed,18,1,0,1,0,0,,flexible,219,1,btw_$151-$225
0,1,Charlestown,42.37543954,-71.06413643,Apartment,Entire home/apt,3,1,1,1,Real Bed,18,1,0,2,1,0,80,flexible,150,1,btw_$75-$150
0,1,Charlestown,42.37999732,-71.06569763,Condominium,Entire home/apt,4,2,2,2,Real Bed,13,1,0,1,0,0,,strict,350,1,gte_226
0,1,Charlestown,42.37294842,-71.06250928,Apartment,Entire home/apt,1,1,1,1,Real Bed,17,1,0,3,0,0,,flexible,275,1,gte_226
0,0,Charlestown,42.37355189,-71.06236329,Apartment,Entire home/apt,2,1,0,1,Real Bed,21,1,0,1,0,0,,flexible,300,1,gte_226
0,1,Charlestown,42.37508433,-71.05812701,Townhouse,Private room,2,1,1,1,Real Bed,21,1,0,2,0,0,,moderate,195,1,btw_$151-$225
1,0,Charlestown,42.37994635,-71.06223271,House,Entire home/apt,6,4,4,5,Real Bed,12,5,0,2,18,420,100,strict,325,1,gte_226
0,1,Charlestown,42.37789505,-71.06568059,Apartment,Entire home/apt,5,2.5,2,2,Real Bed,16,1,0,1,0,0,,moderate,280,1,gte_226
0,1,Charlestown,42.37649512,-71.05172461,Condominium,Private room,1,1,1,1,Real Bed,19,1,0,1,15,216,93,moderate,150,1,btw_$75-$150
0,1,Charlestown,42.38189203,-71.06485197,House,Entire home/apt,6,2.5,3,3,Real Bed,17,1,0,1,0,0,,flexible,250,1,gte_226
0,0,Charlestown,42.37423371,-71.06215495,Apartment,Entire home/apt,4,1,1,2,Real Bed,17,2,25,3,1,0,100,strict,150,1,btw_$75-$150
0,0,Charlestown,42.38037692,-71.06232447,Apartment,Entire home/apt,4,1,2,3,Real Bed,20,4,25,3,4,195,100,moderate,180,1,btw_$151-$225
0,0,Charlestown,42.38453397,-71.07807748,House,Private room,1,1,1,1,Real Bed,11,1,0,1,0,0,,flexible,50,0,lte_$75
1,1,Charlestown,42.38269276,-71.07809994,Apartment,Entire home/apt,6,1,3,3,Real Bed,13,1,0,1,18,68,96,flexible,195,1,btw_$151-$225
0,1,Charlestown,42.38226806,-71.06583594,Apartment,Entire home/apt,4,1,1,1,Real Bed,11,1,0,1,15,68,95,strict,99,0,btw_$75-$150
0,0,Charlestown,42.37700923,-71.06573514,Condominium,Entire home/apt,6,1,2,2,Real Bed,10,1,0,2,0,0,,flexible,158,1,btw_$151-$225
0,0,Charlestown,42.37396961,-71.05828504,Apartment,Private room,2,1,1,1,Real Bed,9,1,0,1,0,0,,flexible,92,0,btw_$75-$150
1,1,Charlestown,42.37638503,-71.05136255,Apartment,Entire home/apt,2,1,1,1,Real Bed,26,1,0,1,56,953,99,strict,149,0,btw_$75-$150
0,1,Charlestown,42.37328253,-71.05815174,House,Private room,1,1,1,1,Real Bed,14,1,0,3,2,4,100,moderate,135,0,btw_$75-$150
1,1,Charlestown,42.38270478,-71.07877178,Apartment,Private room,2,1,1,1,Real Bed,11,1,25,1,3,41,93,flexible,55,0,lte_$75
1,1,Charlestown,42.38364153,-71.06878727,Condominium,Entire home/apt,4,1,2,2,Real Bed,18,1,0,2,24,397,96,strict,225,1,btw_$151-$225
0,1,Charlestown,42.38041052,-71.06245272,Condominium,Entire home/apt,3,1,1,1,Real Bed,15,1,0,1,23,441,90,strict,180,1,btw_$151-$225
0,1,Charlestown,42.37202022,-71.06143988,Condominium,Entire home/apt,3,1,1,1,Real Bed,14,1,0,2,0,0,,strict,210,1,btw_$151-$225
0,1,Charlestown,42.37813619,-71.06328693,Apartment,Entire home/apt,4,1,1,2,Real Bed,22,1,0,4,6,258,90,moderate,200,1,btw_$151-$225
0,1,Charlestown,42.38329857,-71.06858152,Apartment,Entire home/apt,2,1,1,1,Real Bed,11,1,0,3,7,483,100,flexible,150,1,btw_$75-$150
0,1,Charlestown,42.37867758,-71.0633834,House,Entire home/apt,3,1,1,2,Real Bed,12,3,0,2,60,327,97,flexible,149,0,btw_$75-$150
1,0,Charlestown,42.37754964,-71.06280467,Apartment,Entire home/apt,4,1,1,2,Real Bed,14,1,0,2,221,1416,98,moderate,150,1,btw_$75-$150
1,1,Charlestown,42.37785542,-71.06279709,Apartment,Entire home/apt,3,1,1,1,Real Bed,18,2,50,2,46,1049,96,strict,155,1,btw_$151-$225
0,1,Charlestown,42.37415675,-71.06202513,Apartment,Entire home/apt,3,1,1,2,Real Bed,10,4,0,2,4,422,100,strict,249,1,gte_226
0,1,Charlestown,42.37465423,-71.05771054,Apartment,Entire home/apt,6,2,3,3,Real Bed,13,1,0,2,1,0,100,strict,315,1,gte_226
0,1,Charlestown,42.37394925,-71.06128123,Apartment,Entire home/apt,4,1,1,1,Real Bed,19,2,20,2,11,167,91,moderate,150,1,btw_$75-$150
0,1,Charlestown,42.37158247,-71.06047509,Apartment,Entire home/apt,5,1,2,3,Real Bed,23,1,0,5,21,86,92,moderate,349,1,gte_226
0,0,Charlestown,42.37588283,-71.05973715,Apartment,Private room,2,1,1,1,Real Bed,14,1,0,1,2,29,100,flexible,200,1,btw_$151-$225
1,1,Charlestown,42.37963303,-71.06191588,Condominium,Private room,1,1,1,1,Real Bed,22,1,0,32,73,963,95,moderate,49,0,lte_$75
0,1,Charlestown,42.37499915,-71.05777501,Apartment,Entire home/apt,4,1,2,2,Real Bed,13,1,0,3,3,16,87,strict,250,1,gte_226
0,1,Charlestown,42.3790886,-71.06301538,Condominium,Entire home/apt,3,1,1,1,Real Bed,12,1,0,1,0,0,,flexible,195,1,btw_$151-$225
1,1,Charlestown,42.37350982,-71.06314575,Apartment,Entire home/apt,3,1,2,2,Real Bed,16,1,0,1,20,540,98,moderate,225,1,btw_$151-$225
0,1,Charlestown,42.38302343,-71.07122357,Apartment,Entire home/apt,4,1,1,1,Real Bed,22,1,0,1,15,115,96,flexible,275,1,gte_226
1,1,Charlestown,42.38323056,-71.07732678,Apartment,Entire home/apt,4,1,2,2,Real Bed,16,4,0,1,4,45,95,flexible,150,1,btw_$75-$150
1,1,Charlestown,42.38390708,-71.07878596,Apartment,Private room,2,1,1,1,Real Bed,10,1,25,1,5,21,96,flexible,80,0,btw_$75-$150
0,1,Charlestown,42.3745555,-71.05977738,Apartment,Entire home/apt,3,2,2,2,Real Bed,22,3,0,2,1,0,100,strict,330,1,gte_226
0,1,Charlestown,42.37738703,-71.0604352,Apartment,Entire home/apt,8,1,2,3,Real Bed,21,4,20,6,50,1848,92,flexible,169,1,btw_$151-$225
0,1,Charlestown,42.37816268,-71.06755657,Condominium,Entire home/apt,4,1,2,3,Real Bed,17,1,0,2,10,380,98,moderate,165,1,btw_$151-$225
0,0,Charlestown,42.3783338,-71.06181846,Bed & Breakfast,Private room,2,1,1,1,Real Bed,9,1,0,2,16,1754,80,strict,175,1,btw_$151-$225
0,0,Charlestown,42.37643549,-71.06535119,Bed & Breakfast,Private room,2,1,1,1,Real Bed,10,1,0,2,2,193,100,strict,210,1,btw_$151-$225
0,1,Charlestown,42.37681268,-71.05375565,Apartment,Entire home/apt,4,2,2,2,Real Bed,13,1,0,2,0,0,,moderate,259,1,gte_226
0,1,Charlestown,42.38214292,-71.08064408,Apartment,Private room,2,1.5,1,1,Real Bed,17,1,10,14,1,0,40,flexible,39,0,lte_$75
0,1,Charlestown,42.38344851,-71.06511108,Townhouse,Private room,2,1.5,1,1,Real Bed,13,1,0,1,0,0,,flexible,160,1,btw_$151-$225
0,1,Charlestown,42.38154089,-71.07023648,Apartment,Entire home/apt,2,1,1,1,Real Bed,15,1,0,2,18,334,98,moderate,200,1,btw_$151-$225
0,1,Charlestown,42.37475773,-71.05941798,Apartment,Private room,2,1,1,1,Real Bed,9,1,0,4,47,690,95,moderate,125,0,btw_$75-$150
0,1,Charlestown,42.37824827,-71.06198814,Apartment,Entire home/apt,8,1,2,4,Real Bed,20,4,30,1,27,380,89,strict,299,1,gte_226
0,1,Charlestown,42.38005488,-71.06324105,House,Private room,2,1,1,1,Futon,0,1,0,1,8,382,95,flexible,200,1,btw_$151-$225
0,1,West End,42.36380266,-71.06776691,Apartment,Entire home/apt,2,1,1,1,Real Bed,24,1,0,4,2,596,90,super_strict_30,249,1,gte_226
0,0,West End,42.36401182,-71.06782412,Apartment,Entire home/apt,4,1,1,2,Real Bed,15,1,0,30,0,0,,moderate,185,1,btw_$151-$225
0,1,West End,42.36429053,-71.06837612,Apartment,Entire home/apt,4,2,2,2,Real Bed,21,1,0,4,2,28,90,super_strict_30,349,1,gte_226
0,1,West End,42.36327128,-71.0694316,Apartment,Entire home/apt,3,1,1,1,Real Bed,17,1,0,10,0,0,,strict,169,1,btw_$151-$225
0,1,West End,42.36623458,-71.06784618,Apartment,Entire home/apt,4,2,2,2,Real Bed,13,1,0,7,2,401,80,super_strict_30,310,1,gte_226
0,1,West End,42.3642835,-71.06535459,Apartment,Entire home/apt,5,2,2,2,Real Bed,21,1,0,2,0,0,,strict,119,0,btw_$75-$150
0,1,West End,42.3660401,-71.06971035,Apartment,Private room,2,1,1,1,Real Bed,1,1,0,2,2,3,90,strict,81,0,btw_$75-$150
0,1,West End,42.36542677,-71.06773018,Condominium,Private room,2,1,1,2,Real Bed,20,1,10,2,31,186,94,moderate,105,0,btw_$75-$150
0,1,West End,42.3627073,-71.06547333,Apartment,Entire home/apt,5,2,2,3,Real Bed,23,1,0,2,2,77,90,strict,146,0,btw_$75-$150
0,0,West End,42.36319668,-71.06810432,Apartment,Private room,1,1,1,1,Real Bed,20,1,58,3,8,258,91,strict,145,0,btw_$75-$150
0,1,West End,42.36435858,-71.06953391,Apartment,Entire home/apt,4,1,2,2,Real Bed,15,1,0,7,6,1000,100,super_strict_30,349,1,gte_226
0,1,West End,42.36379199,-71.06400909,Apartment,Entire home/apt,7,2,3,4,Real Bed,23,1,0,2,4,207,85,strict,168,1,btw_$151-$225
0,1,West End,42.36385227,-71.06469886,Apartment,Entire home/apt,7,2,3,4,Real Bed,23,1,0,2,10,156,94,strict,224,1,btw_$151-$225
0,1,West End,42.36224577,-71.06783678,Condominium,Entire home/apt,4,1,1,2,Real Bed,16,2,18,2,0,0,,strict,155,1,btw_$151-$225
0,1,West End,42.36334249,-71.06997794,Apartment,Entire home/apt,4,2,2,2,Real Bed,13,1,0,4,3,1011,93,super_strict_30,299,1,gte_226
0,0,West End,42.36415711,-71.06811909,Apartment,Entire home/apt,5,2,2,3,Real Bed,19,1,0,3,0,0,,strict,395,1,gte_226
0,1,West End,42.36502919,-71.06913787,Apartment,Entire home/apt,3,1,1,1,Real Bed,20,1,0,10,8,159,93,strict,169,1,btw_$151-$225
0,0,West End,42.36225166,-71.06804508,Apartment,Private room,1,1,1,1,Real Bed,24,1,40,3,4,207,80,strict,155,1,btw_$151-$225
0,1,West End,42.36550572,-71.06818136,Apartment,Entire home/apt,5,2,2,2,Real Bed,15,1,0,10,1,0,80,strict,249,1,gte_226
0,1,West End,42.36419492,-71.06430057,Apartment,Entire home/apt,4,2,2,2,Real Bed,19,1,0,10,0,0,,moderate,315,1,gte_226
0,1,West End,42.36481896,-71.06907672,Apartment,Entire home/apt,5,2,2,2,Real Bed,16,1,0,10,0,0,,strict,199,1,btw_$151-$225
0,1,West End,42.3639001,-71.06997018,Apartment,Entire home/apt,5,2,2,3,Real Bed,22,1,0,10,1,0,100,moderate,289,1,gte_226
0,1,West End,42.36404531,-71.06478588,Apartment,Entire home/apt,3,1,1,2,Real Bed,19,1,0,3,9,139,96,moderate,220,1,btw_$151-$225
0,1,West End,42.36547468,-71.06891649,Apartment,Entire home/apt,5,2,2,2,Real Bed,16,1,0,10,0,0,,strict,199,1,btw_$151-$225
0,0,West End,42.36129982,-71.0716176,Apartment,Private room,2,1,1,1,Real Bed,18,1,0,1,0,0,,flexible,95,0,btw_$75-$150
0,1,West End,42.3648619,-71.06715419,Apartment,Entire home/apt,5,2,2,2,Real Bed,16,1,0,10,0,0,,strict,199,1,btw_$151-$225
0,1,West End,42.36318985,-71.06910538,Apartment,Entire home/apt,3,1,1,1,Real Bed,17,1,0,10,0,0,,strict,169,1,btw_$151-$225
0,1,West End,42.36360383,-71.07035471,Apartment,Entire home/apt,5,2,2,2,Real Bed,15,1,0,10,0,0,,strict,199,1,btw_$151-$225
0,1,West End,42.36523378,-71.06779638,Apartment,Entire home/apt,3,1,1,1,Real Bed,17,1,0,10,0,0,,strict,169,1,btw_$151-$225
0,1,West End,42.36480167,-71.06865495,Apartment,Entire home/apt,3,1,1,1,Real Bed,15,1,0,10,0,0,,strict,169,1,btw_$151-$225
0,1,West End,42.36480762,-71.06893039,Apartment,Entire home/apt,3,1,1,1,Real Bed,17,1,0,10,0,0,,strict,169,1,btw_$151-$225
0,1,West End,42.36466804,-71.06942445,Apartment,Entire home/apt,5,2,2,2,Real Bed,16,1,0,10,0,0,,strict,199,1,btw_$151-$225
0,1,West End,42.36479585,-71.07010306,Apartment,Entire home/apt,5,2,2,2,Real Bed,15,1,0,10,0,0,,strict,199,1,btw_$151-$225
0,1,West End,42.36494498,-71.0676682,Apartment,Entire home/apt,2,1,1,1,Real Bed,17,1,0,3,4,1845,95,super_strict_30,249,1,gte_226
0,1,West End,42.36513193,-71.06975166,Apartment,Entire home/apt,5,2,2,2,Real Bed,15,1,0,3,1,0,80,strict,199,1,btw_$151-$225
0,1,West End,42.36514744,-71.06754833,Apartment,Entire home/apt,5,2,2,2,Real Bed,17,1,0,10,0,0,,strict,199,1,btw_$151-$225
0,1,West End,42.36169551,-71.06575767,Apartment,Entire home/apt,10,2.5,3,3,Real Bed,24,1,0,1,0,0,,flexible,450,1,gte_226
0,0,West End,42.361232,-71.07050792,Apartment,Entire home/apt,2,1,0,1,Real Bed,15,1,10,2,18,556,95,strict,99,0,btw_$75-$150
0,1,West End,42.36386502,-71.06895044,Apartment,Entire home/apt,2,1,1,1,Real Bed,14,4,0,4,0,0,,super_strict_30,249,1,gte_226
0,1,West End,42.36329131,-71.06710682,Apartment,Entire home/apt,5,2,2,2,Real Bed,16,1,0,10,0,0,,strict,199,1,btw_$151-$225
0,0,West End,42.36512257,-71.06859844,Apartment,Entire home/apt,4,1,1,1,Real Bed,25,1,0,1,0,0,,flexible,135,0,btw_$75-$150
0,1,West End,42.3637254,-71.06815872,Apartment,Entire home/apt,3,1,1,1,Real Bed,14,1,0,10,4,246,75,strict,189,1,btw_$151-$225
0,1,West End,42.36184586,-71.06834786,Apartment,Private room,1,1,1,1,Real Bed,17,1,0,2,1,0,100,strict,60,0,lte_$75
0,1,West End,42.36340801,-71.0676339,Apartment,Entire home/apt,3,1,1,2,Real Bed,26,1,0,10,1,0,100,moderate,209,1,btw_$151-$225
0,1,West End,42.3634202,-71.07108146,Apartment,Entire home/apt,3,1,1,2,Real Bed,20,1,0,3,3,51,100,flexible,280,1,gte_226
0,0,West End,42.36354351,-71.06945967,Apartment,Entire home/apt,4,1,2,3,Real Bed,17,1,0,2,1,0,100,strict,275,1,gte_226
0,1,West End,42.36511606,-71.06926305,Apartment,Entire home/apt,5,2,2,3,Real Bed,24,1,0,10,4,724,90,moderate,269,1,gte_226
1,0,West End,42.36459425,-71.0654831,Apartment,Entire home/apt,4,1,1,2,Real Bed,26,2,25,3,24,1112,98,strict,219,1,btw_$151-$225
0,0,Beacon Hill,42.35866925,-71.06331527,Apartment,Entire home/apt,3,1,1,1,Real Bed,10,0,0,6,11,1250,93,strict,110,0,btw_$75-$150
0,0,Beacon Hill,42.36115666,-71.06603416,Condominium,Entire home/apt,4,1,2,2,Real Bed,12,1,0,1,29,298,94,strict,275,1,gte_226
0,1,Beacon Hill,42.35781633,-71.06665887,Apartment,Entire home/apt,4,2.5,2,1,Real Bed,10,1,0,1,4,358,100,moderate,200,1,btw_$151-$225
0,1,Beacon Hill,42.35880311,-71.06972216,Apartment,Entire home/apt,2,1,1,1,Real Bed,15,2,45,2,19,1018,87,strict,425,1,gte_226
0,0,Beacon Hill,42.36059644,-71.06666051,Apartment,Entire home/apt,2,1,1,1,Real Bed,9,2,0,30,34,420,91,flexible,150,1,btw_$75-$150
0,1,Beacon Hill,42.36038188,-71.06780658,Apartment,Entire home/apt,4,1,2,2,Real Bed,12,1,0,15,2,30,100,strict,128,0,btw_$75-$150
0,1,Beacon Hill,42.36062693,-71.06580134,Apartment,Entire home/apt,2,1,1,1,Real Bed,14,1,0,1,30,589,91,strict,177,1,btw_$151-$225
0,0,Beacon Hill,42.3593429,-71.06879856,Apartment,Entire home/apt,4,1,1,2,Real Bed,8,1,0,1,0,0,,flexible,150,1,btw_$75-$150
0,1,Beacon Hill,42.359355,-71.06436762,Apartment,Entire home/apt,5,1,2,2,Real Bed,12,1,0,1,0,0,,flexible,220,1,btw_$151-$225
1,1,Beacon Hill,42.35997591,-71.06678112,Apartment,Entire home/apt,2,1,1,1,Real Bed,14,1,0,1,24,407,93,strict,155,1,btw_$151-$225
0,0,Beacon Hill,42.35687786,-71.07395821,Apartment,Entire home/apt,8,3,3,3,Real Bed,22,1,0,2,5,168,84,strict,399,1,gte_226
0,1,Beacon Hill,42.35805049,-71.07132939,Apartment,Entire home/apt,1,1,1,1,Real Bed,7,1,0,3,0,0,,strict,159,1,btw_$151-$225
0,0,Beacon Hill,42.35998238,-71.06812794,Apartment,Entire home/apt,2,1,0,1,Real Bed,15,1,0,2,1,0,100,flexible,99,0,btw_$75-$150
0,1,Beacon Hill,42.36082995,-71.06417988,Apartment,Private room,2,2,1,1,Real Bed,3,1,5,2,38,509,82,strict,120,0,btw_$75-$150
0,0,Beacon Hill,42.35770804,-71.0724202,Bed & Breakfast,Private room,2,1,1,1,Real Bed,7,2,25,4,2,638,80,strict,270,1,gte_226
0,1,Beacon Hill,42.36029553,-71.06958376,Apartment,Private room,1,1,1,1,Real Bed,11,1,0,1,0,0,,flexible,150,1,btw_$75-$150
0,0,Beacon Hill,42.3583922,-71.06437784,Apartment,Entire home/apt,2,1,0,2,Real Bed,19,2,25,1,36,264,78,strict,89,0,btw_$75-$150
0,0,Beacon Hill,42.35772102,-71.06628546,House,Entire home/apt,3,1,0,2,Real Bed,21,1,0,1,20,77,100,moderate,199,1,btw_$151-$225
0,1,Beacon Hill,42.35766203,-71.0706934,Apartment,Private room,2,1,1,1,Real Bed,8,1,35,1,11,433,91,flexible,120,0,btw_$75-$150
0,1,Beacon Hill,42.3589034,-71.07009065,Apartment,Entire home/apt,2,1,0,1,Real Bed,15,2,20,2,20,104,91,strict,133,0,btw_$75-$150
0,0,Beacon Hill,42.35913966,-71.07109732,Apartment,Entire home/apt,3,1,1,1,Real Bed,17,1,0,2,3,10,93,flexible,275,1,gte_226
0,1,Beacon Hill,42.3567161,-71.0714717,Apartment,Entire home/apt,2,1,0,1,Real Bed,16,1,0,5,37,867,94,strict,165,1,btw_$151-$225
0,0,Beacon Hill,42.35841508,-71.06891422,Apartment,Entire home/apt,2,1,1,1,Real Bed,16,1,0,5,2,107,90,strict,300,1,gte_226
0,1,Beacon Hill,42.36080165,-71.06450368,Apartment,Private room,1,1,1,1,Real Bed,8,1,0,2,31,552,89,strict,100,0,btw_$75-$150
0,0,Beacon Hill,42.36046972,-71.06954017,Apartment,Private room,1,1,1,1,Real Bed,11,1,0,1,2,2,90,flexible,85,0,btw_$75-$150
0,1,Beacon Hill,42.36070877,-71.0642183,Apartment,Entire home/apt,2,1,0,1,Real Bed,9,1,0,7,2,218,100,strict,155,1,btw_$151-$225
0,1,Beacon Hill,42.36090969,-71.06510424,Apartment,Private room,1,1,1,1,Real Bed,0,1,25,3,13,518,72,strict,85,0,btw_$75-$150
0,1,Beacon Hill,42.35915095,-71.06681644,Apartment,Entire home/apt,3,1,0,1,Real Bed,18,1,0,1,9,34,93,strict,255,1,gte_226
0,1,Beacon Hill,42.35848075,-71.06947903,Apartment,Entire home/apt,4,1,1,1,Real Bed,20,3,50,2,3,39,93,strict,299,1,gte_226
0,0,Beacon Hill,42.35833271,-71.06717657,Apartment,Entire home/apt,2,1,1,2,Real Bed,9,1,0,1,2,20,100,flexible,143,0,btw_$75-$150
0,1,Beacon Hill,42.35569736,-71.07316574,Condominium,Entire home/apt,4,1.5,2,3,Real Bed,12,1,0,5,1,0,80,strict,260,1,gte_226
0,1,Beacon Hill,42.35849849,-71.06925489,Apartment,Entire home/apt,8,2,2,3,Real Bed,17,4,50,1,8,29,78,strict,267,1,gte_226
1,1,Beacon Hill,42.3600071,-71.06661126,Apartment,Entire home/apt,6,1,2,2,Real Bed,18,4,50,3,84,814,99,strict,299,1,gte_226
0,1,Beacon Hill,42.3608364,-71.06412894,Apartment,Entire home/apt,2,1,0,1,Real Bed,9,1,0,7,7,291,86,strict,155,1,btw_$151-$225
1,1,Beacon Hill,42.35756838,-71.06366055,Apartment,Entire home/apt,4,1,1,2,Real Bed,21,1,0,1,30,775,97,strict,250,1,gte_226
0,1,Beacon Hill,42.35836714,-71.06982921,Apartment,Private room,2,1,1,1,Real Bed,10,2,39,1,0,0,,moderate,169,1,btw_$151-$225
0,1,Beacon Hill,42.35847193,-71.06826281,Apartment,Private room,2,1,1,1,Real Bed,18,1,0,2,7,89,94,strict,75,0,lte_$75
0,1,Beacon Hill,42.35958022,-71.06396674,Apartment,Entire home/apt,2,1,0,1,Real Bed,9,1,0,7,2,11,100,strict,137,0,btw_$75-$150
0,1,Beacon Hill,42.35840072,-71.07021794,Apartment,Entire home/apt,2,1,1,1,Real Bed,10,2,100,1,6,287,100,moderate,225,1,btw_$151-$225
0,0,Beacon Hill,42.35974858,-71.06617818,Apartment,Entire home/apt,3,1,2,2,Real Bed,16,2,50,2,33,455,99,strict,220,1,btw_$151-$225
1,1,Beacon Hill,42.35802834,-71.07198029,Condominium,Entire home/apt,2,1,1,1,Real Bed,19,1,0,2,49,293,93,strict,210,1,btw_$151-$225
0,1,Beacon Hill,42.36078945,-71.06710894,Apartment,Entire home/apt,2,1,2,2,Real Bed,14,1,0,30,13,542,90,strict,147,0,btw_$75-$150
0,0,Beacon Hill,42.35685565,-71.07025136,Apartment,Private room,2,1,1,1,Real Bed,11,2,50,2,0,0,,strict,180,1,btw_$151-$225
0,0,Beacon Hill,42.3572179,-71.07050228,Apartment,Entire home/apt,2,1,0,1,Real Bed,12,1,0,2,18,204,93,strict,209,1,btw_$151-$225
0,0,Beacon Hill,42.35997895,-71.064786,Apartment,Entire home/apt,4,1,1,2,Real Bed,17,1,0,2,20,64,97,moderate,199,1,btw_$151-$225
0,0,Beacon Hill,42.36085747,-71.0659436,Apartment,Entire home/apt,2,1,1,1,Real Bed,16,1,0,2,9,226,96,flexible,103,0,btw_$75-$150
0,1,Beacon Hill,42.3605456,-71.06911628,Apartment,Entire home/apt,6,1,2,3,Real Bed,19,4,35,1,10,66,92,strict,200,1,btw_$151-$225
0,1,Beacon Hill,42.36105124,-71.0667853,Apartment,Private room,1,1,1,1,Real Bed,6,1,0,1,17,353,88,strict,113,0,btw_$75-$150
0,0,Beacon Hill,42.35892584,-71.06310909,Apartment,Entire home/apt,2,1,1,1,Real Bed,11,2,0,4,62,1428,89,strict,175,1,btw_$151-$225
0,1,Beacon Hill,42.35843137,-71.06814575,Apartment,Entire home/apt,3,1,1,1,Real Bed,18,1,0,3,150,1285,85,moderate,175,1,btw_$151-$225
0,1,Beacon Hill,42.35779932,-71.06303531,Apartment,Entire home/apt,2,1,1,1,Real Bed,16,1,0,2,66,752,96,strict,238,1,gte_226
0,1,Beacon Hill,42.3605729,-71.06548639,Apartment,Entire home/apt,2,1,2,1,Real Bed,11,1,0,2,2,77,100,strict,250,1,gte_226
0,1,Beacon Hill,42.35736755,-71.06513533,Apartment,Private room,1,1,1,1,Airbed,13,1,25,1,1,0,100,strict,100,0,btw_$75-$150
1,1,Beacon Hill,42.3603321,-71.06792075,Apartment,Entire home/apt,2,1,0,1,Real Bed,11,1,0,3,39,371,96,moderate,200,1,btw_$151-$225
0,0,Beacon Hill,42.35898849,-71.06324696,Condominium,Entire home/apt,3,1,1,1,Real Bed,15,0,0,6,9,622,93,strict,200,1,btw_$151-$225
0,1,Beacon Hill,42.35901992,-71.06569715,Apartment,Entire home/apt,2,1,0,1,Real Bed,15,1,0,2,1,0,100,moderate,184,1,btw_$151-$225
0,1,Beacon Hill,42.36114287,-71.06521324,Condominium,Entire home/apt,4,1.5,2,2,Real Bed,21,1,0,3,23,607,92,strict,305,1,gte_226
1,1,Beacon Hill,42.35789243,-71.06962757,Apartment,Private room,2,1,1,1,Real Bed,15,1,0,1,23,306,98,strict,130,0,btw_$75-$150
1,1,Beacon Hill,42.35870558,-71.06734735,Apartment,Entire home/apt,2,1,1,1,Real Bed,8,1,0,2,35,437,97,moderate,149,0,btw_$75-$150
0,1,Beacon Hill,42.3588715,-71.06992198,Apartment,Entire home/apt,2,1,0,1,Real Bed,13,1,0,2,28,836,93,strict,200,1,btw_$151-$225
0,1,Beacon Hill,42.35841014,-71.06822839,Condominium,Entire home/apt,4,2,2,2,Real Bed,23,3,0,3,2,3,100,strict,600,1,gte_226
0,1,Beacon Hill,42.36003478,-71.07059548,Apartment,Entire home/apt,2,1,1,1,Real Bed,12,1,0,1,0,0,,flexible,200,1,btw_$151-$225
0,1,Beacon Hill,42.35757078,-71.07230206,Condominium,Private room,2,1,1,1,Real Bed,16,1,25,1,32,330,94,strict,199,1,btw_$151-$225
0,1,Beacon Hill,42.3585165,-71.0707104,Apartment,Entire home/apt,6,1,2,3,Real Bed,16,4,35,1,4,64,95,strict,250,1,gte_226
0,1,Beacon Hill,42.35591934,-71.07196286,Apartment,Entire home/apt,4,1,1,2,Real Bed,13,2,50,1,0,0,,flexible,220,1,btw_$151-$225
0,1,Beacon Hill,42.35942834,-71.06985689,Apartment,Entire home/apt,3,1,2,2,Real Bed,14,3,125,3,7,81,97,strict,275,1,gte_226
0,1,Beacon Hill,42.35965441,-71.07040995,Apartment,Entire home/apt,8,1,2,2,Real Bed,20,4,50,1,24,149,96,strict,200,1,btw_$151-$225
0,0,Beacon Hill,42.36059822,-71.06801531,Apartment,Private room,2,1,1,1,Real Bed,18,1,0,1,33,297,93,flexible,135,0,btw_$75-$150
0,1,Beacon Hill,42.35811921,-71.07072938,Apartment,Entire home/apt,4,1,2,2,Real Bed,14,1,0,4,6,172,97,strict,199,1,btw_$151-$225
0,1,Beacon Hill,42.35830031,-71.07186924,Apartment,Entire home/apt,3,1,1,1,Real Bed,15,1,0,2,10,76,98,flexible,140,0,btw_$75-$150
