TEXT,graphics,hockey,medical,newsgroup
"Here is the price list for the week April 6 to April 12. - Andrew Buy Sell Pts Team Player 157.5 141.8 150 PIT Mario_Lemieux 152.1 136.9 143 BUF Pat_LaFontaine 139.3 125.4 131 BOS Adam_Oates 133.8 120.4 129 DET Steve_Yzerman 132.9 119.6 125 WPG Teemu_Selanne 132.9 119.6 125 TOR Doug_Gilmour 130.9 117.8 120 NYI Pierre_Turgeon 129.7 116.7 122 BUF Alexander_Mogilny 126.0 113.4 117 PHI Mark_Recchi 120.2 108.2 113 LA Luc_Robitaille 115.9 104.3 109 QUE Mats_Sundin 111.3 100.2 106 PIT Kevin_Stevens 108.5 97.7 102 STL Craig_Janney 108.5 97.7 102 VAN Pavel_Bure 106.3 95.7 100 CHI Jeremy_Roenick 105.3 94.8 99 QUE Joe_Sakic 104.0 93.6 99 PIT Rick_Tocchet 103.1 92.8 97 STL Brett_Hull 102.1 91.9 96 BOS Joe_Juneau 102.1 91.9 96 TOR Dave_Andreychuk 101.9 91.7 97 PIT Ron_Francis 99.8 89.8 95 MTL Vincent_Damphousse 98.9 89.0 93 MIN Mike_Modano 98.9 89.0 93 WPG Phil_Housley 98.9 89.0 93 CGY Theoren_Fleury 97.8 88.0 92 BUF Dale_Hawerchuk 97.7 87.9 93 MTL Kirk_Muller 96.0 86.4 88 NYR Mark_Messier 94.6 85.1 89 STL Brendan_Shanahan 94.4 85.0 91 DET Dino_Ciccarelli 91.4 82.3 86 LA Jari_Kurri 91.4 82.3 87 PIT Jaromir_Jagr 90.3 81.3 86 MTL Brian_Bellows 88.3 79.5 82 WSH Peter_Bondra 87.3 78.6 80 HFD Geoff_Sanderson 87.2 78.5 82 CGY Robert_Reichel 87.2 78.5 82 QUE Steve_Duchesne 87.1 78.4 84 DET Paul_Coffey 86.1 77.5 83 DET Sergei_Fedorov 85.1 76.6 79 TB Brian_Bradley 85.1 76.6 79 PHI Rod_Brind'Amour 85.1 76.6 81 PIT Larry_Murphy 84.0 75.6 77 HFD Andrew_Cassels 84.0 75.6 77 HFD Pat_Verbeek 84.0 75.6 79 LA Tony_Granato 84.0 75.6 78 WSH Mike_Ridley 84.0 75.6 77 NYI Steve_Thomas 83.0 74.7 79 MTL Stephan_Lebeau 81.8 73.6 76 WSH Dale_Hunter 80.8 72.7 76 QUE Mike_Ricci 80.8 72.7 76 BOS Ray_Bourque 78.6 70.7 73 WSH Kevin_Hatcher 77.7 69.9 74 SJ Kelly_Kisio 77.6 69.8 73 VAN Cliff_Ronning 77.6 69.8 73 STL Jeff_Brown 77.6 69.8 73 TOR Nikolai_Borschevsky 76.6 68.9 72 NJ Claude_Lemieux 76.6 68.9 72 MIN Dave_Gagner 76.6 68.9 72 MIN Russ_Courtnall 76.4 68.8 70 NYR Tony_Amonte 75.5 68.0 71 VAN Murray_Craven 75.5 68.0 71 LA Jimmy_Carson 75.5 68.0 71 CGY Gary_Suter 75.5 68.0 71 MIN Ulf_Dahlen 74.4 67.0 70 VAN Geoff_Courtnall 74.4 67.0 70 BOS Dmitri_Kvartalnov 74.3 66.9 69 WSH Michal_Pivonka 74.2 66.8 68 NYI Derek_King 74.2 66.8 68 NYI Benoit_Hogue 73.4 66.1 69 QUE Owen_Nolan 73.4 66.1 69 CHI Steve_Larmer 73.4 66.1 69 NJ Alexander_Semak 73.1 65.8 67 NYR Mike_Gartner 72.3 65.1 68 STL Nelson_Emerson 72.3 65.1 68 CHI Chris_Chelios 72.2 65.0 67 PHI Eric_Lindros 71.1 64.0 66 WSH Al_Iafrate 70.2 63.2 66 VAN Trevor_Linden 70.2 63.2 66 LA Mike_Donnelly 70.0 63.0 65 WSH Dmitri_Khristich 69.3 62.4 66 PIT Joe_Mullen 69.1 62.2 65 CGY Joe_Nieuwendyk 69.1 62.2 65 NJ Stephane_Richer 68.1 61.3 64 WPG Alexei_Zhamnov 68.1 61.3 64 WPG Thomas_Steen 68.1 61.3 64 QUE Andrei_Kovalenko 68.1 61.3 64 VAN Petr_Nedved 66.5 59.9 61 NYR Adam_Graves 66.5 59.9 61 HFD Zarley_Zalapski 66.4 59.8 64 DET Ray_Sheppard 64.9 58.4 61 TOR Glenn_Anderson 64.1 57.7 61 SJ Johan_Garpenlov 63.8 57.4 60 OTT Norm_Maciver 63.0 56.7 60 MTL Mike_Keane 63.0 56.7 60 PIT Shawn_McEachern 62.7 56.4 59 LA Rob_Blake 62.7 56.4 59 LA Wayne_Gretzky 62.5 56.3 58 PHI Garry_Galley 62.5 56.3 58 PHI Brent_Fedyk 61.1 55.0 56 NYI Pat_Flatley 60.6 54.5 57 CGY Sergei_Makarov 60.6 54.5 57 NJ Bernie_Nicholls 60.1 54.1 58 DET Steve_Chiasson 59.5 53.6 56 CHI Steve_Smith 59.5 53.6 56 QUE Scott_Young 59.1 53.2 57 DET Paul_Ysebaert 58.9 53.0 54 NYR Sergei_Nemchinov 58.5 52.7 55 NJ Valeri_Zelepukin 58.2 52.4 54 WSH Pat_Elynuik 58.2 52.4 54 TB John_Tucker 58.2 52.4 54 PHI Kevin_Dineen 57.4 51.7 54 VAN Greg_Adams 56.4 50.8 53 WPG Darrin_Shannon 55.6 50.0 51 NYR Darren_Turcotte 55.3 49.8 52 NJ Scott_Stevens 55.0 48.8 51 CHI Christian_Ruuttu 55.0 48.8 51 VAN Dixon_Ward 55.0 48.8 51 WPG Fredrik_Olausson 55.0 48.2 49 NYR Ed_Olczyk 55.0 47.9 50 WPG Keith_Tkachuk 55.0 47.2 48 NYI Jeff_Norton 55.0 46.9 49 TOR John_Cullen 55.0 46.9 49 VAN Anatoli_Semenov 55.0 46.9 49 CGY Al_MacInnis 55.0 46.9 49 BOS Stephen_Leach 55.0 45.9 48 CHI Brent_Sutter 55.0 45.4 48 MTL Denis_Savard 55.0 45.2 46 HFD Terry_Yake 55.0 45.0 47 NJ John_MacLean 55.0 44.6 46 WSH Sylvain_Cote 55.0 44.0 46 EDM Petr_Klima 55.0 44.0 46 EDM Shayne_Corson 55.0 44.0 46 LA Tomas_Sandstrom 55.0 44.0 46 EDM Craig_Simpson 55.0 43.5 46 MTL Gilbert_Dionne 55.0 43.2 44 NYI Vladimir_Malakhov 55.0 43.0 45 BOS Dave_Poulin 55.0 43.0 45 STL Kevin_Miller 55.0 43.0 45 LA Alexei_Zhitnik 55.0 43.0 45 QUE Martin_Rucinsky 55.0 43.0 45 WPG Evgeny_Davydov 55.0 42.7 44 WSH Kelly_Miller 55.0 42.1 44 EDM Doug_Weight 55.0 42.1 44 EDM Dave_Manson 55.0 41.2 42 HFD Patrick_Poulin 55.0 41.1 43 CHI Michel_Goulet 55.0 40.7 42 PHI Pelle_Eklund 55.0 40.2 42 MIN Mark_Tinordi 55.0 39.7 42 MTL Mathieu_Schneider 55.0 39.2 41 CGY Paul_Ranheim 55.0 39.2 41 EDM Todd_Elik 55.0 39.2 41 BOS Vladimir_Ruzicka 55.0 39.2 41 OTT Sylvain_Turgeon 55.0 37.4 39 TOR Dave_Ellett 55.0 37.4 40 DET Niklas_Lidstrom 55.0 37.4 40 DET Bob_Probert 55.0 36.4 38 NJ Peter_Stastny 55.0 36.4 37 NYR Esa_Tikkanen 55.0 36.4 38 OTT Brad_Shaw 55.0 36.4 38 TOR Wendel_Clark 55.0 36.4 38 BUF Yuri_Khmylev 55.0 35.4 37 VAN Sergio_Momesso 55.0 35.4 37 OTT Bob_Kudelski 55.0 35.4 36 NYR Brian_Leetch 55.0 35.4 37 NJ Bobby_Holik 55.0 34.5 36 TOR Rob_Pearson 55.0 34.5 36 MIN Mike_McPhee 55.0 34.4 35 NYR Alexei_Kovalev 55.0 33.9 35 TB Adam_Creighton 55.0 33.5 35 EDM Zdeno_Ciger 55.0 32.6 34 LA Corey_Millen 55.0 32.6 34 CHI Dirk_Graham 55.0 31.6 33 TOR Peter_Zezel 55.0 30.6 32 BOS Ted_Donato 55.0 30.6 32 QUE Valery_Kamensky 55.0 30.2 32 MTL Gary_Leeman 55.0 29.9 32 DET Keith_Primeau 55.0 29.7 31 BUF Wayne_Presley 55.0 29.7 31 MIN Neal_Broten 55.0 29.7 31 BOS Steve_Heinze 55.0 29.1 30 PHI Josef_Beranek 55.0 28.7 30 CHI Stephane_Matteau 55.0 28.7 30 BUF Richard_Smehlik 55.0 28.7 30 TOR Dmitri_Mironov 55.0 28.4 29 NYI Brian_Mullen 55.0 27.2 28 PHI Dmitri_Yushkevich 55.0 26.8 28 CHI Brian_Noonan 55.0 26.8 28 EDM Scott_Mellanby 55.0 26.5 28 SJ Pat_Falloon 55.0 25.8 27 STL Igor_Korolev 55.0 25.6 26 NYR James_Patrick 55.0 24.8 26 BUF Petr_Svoboda 55.0 23.9 25 OTT Mark_Lamb 55.0 23.2 24 TB Mikael_Andersson 55.0 22.6 23 NYI Scott_LaChance 55.0 22.1 23 EDM Kevin_Todd 55.0 21.3 22 WSH Bob_Carpenter 55.0 21.1 22 TOR Bill_Berg 55.0 21.1 22 WPG Sergei_Bautin 55.0 20.8 22 MTL Benoit_Brunet 55.0 20.6 21 NYI David_Volek 55.0 20.6 21 HFD Mikael_Nylander 55.0 20.1 21 MIN Brent_Gilchrist 55.0 19.6 20 NYR Phil_Bourque 55.0 19.6 20 NYI Ray_Ferraro 55.0 18.6 19 HFD Yvon_Corriveau 55.0 18.2 19 EDM Martin_Gelinas 55.0 17.7 19 DET Jim_Hiller 55.0 17.6 18 NYI Darius_Kasparaitis 55.0 17.5 18 PHI Andrei_Lomakin 55.0 17.2 18 BUF Donald_Audette 55.0 15.5 16 TB Roman_Hamrlik 55.0 15.1 16 SJ Mark_Pederson 55.0 14.2 15 PIT Martin_Straka 55.0 12.4 13 NJ Janne_Ojanen 55.0 12.4 13 OTT Tomas_Jelinek 55.0 11.5 12 CHI Joe_Murphy 55.0 10.8 11 NYR Peter_Andersson 55.0 10.6 11 TB Steve_Kasper 55.0 10.5 11 BOS Cam_Neely 55.0 9.5 10 MIN Bobby_Smith 55.0 9.5 10 SJ Ray_Whitney 55.0 8.8 9 HFD Robert_Petrovicky 55.0 8.6 9 BUF Viktor_Gordijuk 55.0 7.7 8 QUE Mikhail_Tatarinov 55.0 7.7 8 TOR Joe_Sacco 55.0 7.6 8 SJ Peter_Ahola 55.0 6.7 7 CHI Rob_Brown 55.0 6.7 7 BOS Glen_Murray 55.0 5.9 6 HFD Tim_Kerr 55.0 4.9 5 WSH Reggie_Savage 55.0 4.8 5 STL Vitali_Prokhorov 55.0 4.8 5 LA Robert_Lang 55.0 4.8 5 EDM Shaun_Van_Allen 55.0 3.9 4 BOS Jozef_Stumpel 55.0 3.9 4 MIN Dan_Quinn 55.0 3.8 4 PIT Bryan_Fogarty 55.0 3.7 4 DET Viacheslav_Kozlov 55.0 2.9 3 TB Stan_Drulia 55.0 2.9 3 MIN Brian_Propp 55.0 2.9 3 MTL Olav_Petrov 55.0 2.0 2 WSH Jason_Woolley 55.0 1.9 2 NJ Claude_Vilgrain 55.0 0.0 0 VAN Igor_Larionov 55.0 0.0 0 TB Brent_Gretzky 55.0 0.0 0 OTT Alexei_Yashin 55.0 0.0 0 QUE Peter_Forsberg 55.0 0.0 0 EDM Dean_McAmmond 55.0 0.0 0 WSH Brian_Sakic 55.0 0.0 0 WSH Randy_Burridge 55.0 0.0 0 MTL Patrick_Kjellberg 55.0 0.0 0 CGY Cory_Stillman 55.0 0.0 0 CHI Sergei_Krivokrasov 55.0 0.0 0 BUF Jason_Dawe -- Andrew Scott | andrew@idacom.hp.com HP IDACOM Telecom Operation | (403) 462-0666 ext. 253 During the Roman Era, 28 was considered old...",0,1,0,hockey
"As I've mentioned in the rules posting, I will be out of town until the day before the entry deadline, so I willn't be able to respond to your messages until April 18. I would be grateful if someone could repost the rules and instructions for the playoff pool sometime next week, for the benefit of those who missed the first two postings. Thanks. -- Andrew Scott | andrew@idacom.hp.com HP IDACOM Telecom Operation | (403) 462-0666 ext. 253 During the Roman Era, 28 was considered old...",0,1,0,hockey
"In article < rauser.734062608@sfu.ca> , rauser@fraser.sfu.ca (Richard John Rauser) writes: I'm sick too watching all-american names like GRETZKY etc. Which names you accept ? Sitting bull and dances with wolves ? It is North America. What are you doing here ? Jyri",0,1,0,hockey
"MIGHTY ONES GET MIGHTIER: TPS, the Finnish Champions 1992/3, are getting still stronger! I just heard some news, according to which TPS has acquired the next Finnish hockey superstar(??) Jere Lehtinen from Kiekko-Espoo! There are also some rumours about Erik Kakko (Reipas) and Marko Jantunen (KalPa) being traded to TPS. Both of this players are currently on the Finnish olympic team. I think that Jantunen is drafted to the NHL, too. BTW. Is Juha Yl|nen (centre, HPK) drafted by the Jets?? During last year he has reached the top level among Finnish centres. He had very good playoff games against TPS! Hannu",0,1,0,hockey
"Dear Ulf, Would you possibly consider helpiMontreal Canadiens fans everywhere by throwing a knee-check in the direction of Denis Savard during your upcoming game against Montreal? We just cann't seem to win WITH him! Thanx alot, Pete H. :-) ############################################################################### !Pete Harper ! Baby, baby don't you hesitate 'cause I just cann't wait! !patchman@wpi.wpi.edu ! Lady once you get me down on my knees, ! !OR ! then you can do what you please . . . ! !U_HARPER@jake.wpi.edu! COME ON AND LOVE ME! ! ! ! -Skid Row, "" Come On and Love Me"" ! *******************************************************************************",0,1,0,hockey
"Article-I.D.: oz.1993Apr6.172218.21494 Reply-To: r_turgeo@oz.plymouth.edu (Randy S. Turgeon) Organization: Plymouth State College - Plymouth, N.H. Lines: 17 I was playing this golf game and something interesting happened. On the 7th hole, I drove the ball down the fairway, when the ball was in mid-flight, the game completely froze. A couple seconds later, the screen went completely black, with an error message in large "" Bubble"" letters that said DIVISION BY ZERO. I thought it was funny considering I am a computer programmer, and I had never seen an error like this on an actual video game system like Sega or Nintendo (or even Atari or Intellevision years ago). Oh yeah, after the message, there was also what must have been an address, in hexadecimal. I forget the exact hex code that was given. HAS THIS HAPPENED TO ANYONE ELSE??? It must have, my game shouldn't have been the only one to do this. Thanks Randy PSC r_turgeo@oz.plymouth.edu",0,1,0,hockey
"Article-I.D.: netnews.118467 Sender: news@netnews.upenn.edu Distribution: na Organization: University of Pennsylvania, School of Arts and Sciences Lines: 33 Nntp-Posting-Host: mail.sas.upenn.edu On the Lindros "" trade"" : Like Ottawa would be stupid enough to get Lindros. Why do you think Quebec traded him? Lindros would go on personal strike again...maybe I should talk to Ottawa mgmt. about arranging such a trade.... ;-) On that xenophobe: Thankfully nobody agreed with him publicly. Maybe we should look at baseball, the supposed "" American"" pasttime (sp?). Look at all the damn Latin Americans playing there! They should all be deported! They aren't American! (add sarcasm to taste) To Roger: Wow, for once we agree. I hope this isn't a sign of things to come.... I'll become a ranting lunatic who talks about nothing but the Leafs being the best in the Campbell. ;-) On the Rangers: I told someone that nothing that happened in the Patrick would surprise me anymore. I lied. How the hell can a team go into Washington, earn a shutout, then come back home and lose to pitiful Hartford? The absolute *pinnacle* of mediocrity. I cann't stand it. From what I've read, the goalie is to blame this time, as Beezer played pretty poorly. Smith is talking about calling up Corey Hirsch from Binghamton, everybody is pointing fingers... this is definitely not the same team which wanted to prove itself in Washington. *Now* nothing that happens in the Patrick will surprise me. (Yeah, right... ;-) -- Keith Keller LET'S GO RANGERS!!!!! LET'S GO QUAKERS!!!!! kkeller@mail.sas.upenn.edu IVY LEAGUE CHAMPS!!!! "" Next time you go over my head, I'll have yours on a platter."" -- Cmdr. Benjamin Sisko, 1993",0,1,0,hockey
"Article-I.D.: Virginia.1993Apr6.172016.212 References: < 1pq50fINN15b@abyss.West.Sun.COM> Organization: University of Virginia Lines: 50 dvb@ick writes: I've never seen a game where one player has committed 5 penalties. Something like this would require more attention by the referee. But you're creating a scoring opportunity where there might not have been one before. I can see the relationship between free throws awarded after a certain number of fouls, but it's obviously easier to score in basketball, there are more opportunities. If a basketball team scores 100 points, that's at least fifty chances made. The average number of shots taken by each team in a hockey game (and this is a total guess) is probably around 40, and a team is lucky to capitalize on maybe 5 of them. You have some good ideas concerning the other penalties, but I think that a player should be awarded a penalty shot only when they had a chance to score and was interfered with. Also, later in the post, you talked about how boring the NBA game you attended was, that play was stopped too often. Wouldn't your penalty shot rule take up more time during a hockey game? Matt att UVA",0,1,0,hockey
"I think that NHLPA' 93 is the best video game available now. of course many things could be done better, but i really appreciate that the names of players are the real ones, no matter if it lacks some logos... I am still playing it since November leading different teams to the finals and making scorers from the same team compete for the top scoring: Yesterday I won the title using Toronto against Hartford (4 games to two), I played the playoffs in a 7 games fashion (5 minutes for each period) and the best scorer and shooter was Gilmour (116 shots if I remember well) -- _____________________________________________________ Iskander AYARI Email : Iskander.Ayari@loria.fr ou ayari@loria.fr _____________________________________________________",0,1,0,hockey
"Article-I.D.: blue.7995 References: < C4zCII.Ftn@watserv1.uwaterloo.ca> < 1993Apr6.170330.12314@is.morgan.com> Sender: news+@pitt.edu Organization: University of Pittsburgh Lines: 93 In article < 1993Apr6.170330.12314@is.morgan.com> scairns@fsg.com writes: ... Please. Have a care with Phil. We liked him a lot in Pittsburgh. He didn't score a lot if you look at his stats last year but he worked his butt off. It was his speed that created opportunities in the offensive zone that allowed the Pens to utilize his potential. I haven't been paying attention to him this year so I cann't say I know what you're objecting to. He has been out with injuries though, hasn't he? And if the offense isn't there, there's not much his speed will do for you. Like I said, he created opportunities but he didn't score much. I thought the money offered from the Rangers was a little high, and so did the Pens, I guess. Joseph Stiehm In article < 1993Apr6.170330.12314@is.morgan.com> scairns@fsg.com writes: ... Please. Have a care with Phil. We liked him a lot in Pittsburgh. He didn't score a lot if you look at his stats last year but he worked his butt off. It was his speed that created opportunities in the offensive zone that allowed the Pens to utilize his potential. I haven't been paying attention to him this year so I cann't say I know what you're objecting to. He has been out with injuries though, hasn't he? And if the offense isn't there, there's not much his speed will do for you. Like I said, he created opportunities but he didn't score much. I thought the money offered from the Rangers was a little high, and so did the Pens, I guess. Joseph Stiehm",0,1,0,hockey
Article-I.D.: alchemy.1993Apr6.195022.6362 References: < rauser.734062608@sfu.ca> < 1993Apr6.141557.8864@alchemy.chem.utoronto.ca> < 1993Apr6.155743.18798@adobe.com> Organization: University of Toronto Chemistry Department Lines: 24 In article < 1993Apr6.155743.18798@adobe.com> snichols@adobe.com (Sherri Nichols) writes: Major league baseball has told the Blue Jays and the Expos not to sign Oscar Linares (I think that is his name) ...Canada does not have the restrictions against Cubans that the US has and other major league teams have told the Canadian teams that they would be very unhappy if the Expos or the Blue Jays would do this. Cubans players would not have to defect to play in Canada and could play the 81 home games for the Expos and Blue Jays without any trouble. Gerald,0,1,0,hockey
"Article-I.D.: alchemy.1993Apr6.200446.7553 References: < C4zCII.Ftn@watserv1.uwaterloo.ca> < 1993Apr6.170330.12314@is.morgan.com> Organization: University of Toronto Chemistry Department Lines: 33 In article < 1993Apr6.170330.12314@is.morgan.com> scairns@fsg.com writes: Kovalev is too talented a player to play for Roger Nielson...Roger needs players who cann't think for themselves and can only skate in straight lines up and down the ice. Dudley and Nielson are the only two coaches bad enough in the league to take talents like Mogilny and Kovalev and not know how to turn them into Bure and Selanne. Get Muckler as coach, and Kovalev will look like Mogilny. The trouble with the Rangers is that Neil Smith went out and got players like Messier, Kovalev, and Graves who have been schooled in taking the game to their opponent and attacking, while hiring coaches who are interested in "" rope-a-dope"" strategies. If you want the Roger Nielsons of the world to be your coach you don't go out and get a Mark Messier, who is an old dog who cann't learn new tricks from a known loser, and you don't waste your draft picks on players like Kovalev. Gerald Gerald",0,1,0,hockey
"Article-I.D.: adobe.1993Apr6.201745.840 References: < 1993Apr6.141557.8864@alchemy.chem.utoronto.ca> < 1993Apr6.155743.18798@adobe.com> < 1993Apr6.195022.6362@alchemy.chem.utoronto.ca> Sender: usenet@adobe.com (USENET NEWS) Organization: Adobe Systems Incorporated Lines: 24 In article < 1993Apr6.195022.6362@alchemy.chem.utoronto.ca> golchowy@alchemy.chem.utoronto.ca (Gerald Olchowy) writes: Linares has not defected; as I pointed out, MLB requires that the player defect first. What a surprise. As long as the pool of talent is not accessible to all teams, MLB willn't let a few teams sign it. Seems perfectly reasonable to me. Except that MLB willn't allow it, which is all I ever said. Sherri Nichols snichols@adobe.com",0,1,0,hockey
"Article-I.D.: LMSC5.93096.46336.J056600 Sender: news@butch.lmsc.lockheed.com Organization: Lockheed Missiles & Space Company, Inc. Lines: 19 In < 1993Apr5.163209.576@r-node.hub.org> , Jay Chu writes: Sheesh. The rumor mill strikes again. But let's just assume this were true. My question is this: What would Montreal give San Jose if the Sharks got first pick and took Daigle? Tim Irvin *****************************************************************************",0,1,0,hockey
"Article-I.D.: netnews.118520 References: < EfjGuR200WB4BR1Hgg@andrew.cmu.edu> < 1pq50fINN15b@abyss.West.Sun.COM> Sender: news@netnews.upenn.edu Organization: University of Pennsylvania, School of Arts and Sciences Lines: 39 Nntp-Posting-Host: mail.sas.upenn.edu In article < 1pq50fINN15b@abyss.West.Sun.COM> dvb@ick (David Van Beveren) writes: These new rule changes are great! However, I think that your rules are MUCH too complicated. How will the normal average fan be able to count how many fouls a player has? And then we would even have to remember the names of the players, in order to determine who drew the foul! And, of course, there will have to be new "" sub-positions"" , like the power center who just sits in the slot until the (blue, of course) puck comes near him, and the "" shooting defenseman"" and the "" point defenseman"" . Finally, we'll be able to keep stats on the best and the worst penalty-shot takers. Since almost everyone on the ice will be getting fouled, we'll be able to see Ulf Samuellson (sp?) and Tie Domi miss penalty shots like crazy. ;-) ;-) ;-) -- Keith Keller LET'S GO RANGERS!!!!! LET'S GO QUAKERS!!!!! kkeller@mail.sas.upenn.edu IVY LEAGUE CHAMPS!!!! "" Next time you go over my head, I'll have yours on a platter."" -- Cmdr. Benjamin Sisko, 1993",0,1,0,hockey
"Article-I.D.: abyss.1psqioINN3mg References: < 2BC0C6DF.18865@news.service.uci.edu> Distribution: world Organization: Sunsoft Inc., Los Angeles, CA. Lines: 25 NNTP-Posting-Host: ick X-Newsreader: Tin 1.1 PL3 assist@orion.oac.uci.edu (ASSIST Coordination Site) writes: : In article < C4zCII.Ftn@watserv1.uwaterloo.ca> smale@healthy.uwaterloo.ca (Bryan Smale) writes: : > MVP Biggest Biggest : > Suprise Disappointment : : >Los Angeles Kings Robitaille Donnelly Hrudey : : : I would have chosen Alex Zhitnik for biggest suprise. They : did expect that he would become a great defenseman, but I don't : think anyone knew that he was going to be this impressive in his : rookie year. His speed, skating ability, and puck control is : exceptional -- he is the one to watch on the Kings. : I agree, with Marty McSorely and Warren Rychel running a close second and third. I am surprised more people have not noted Knickle as the biggest surprise, even though I personally do not really rate him well. The biggest disappointment has to be Carson. Though this is really unfair, since too much was expected of him. The second biggest disappointment is Melrose, with his adolescent handling of the goaltending problems. Putting Hrudey on the bench for a month is just stupid. It did not contribute to the team coming out of its slump. MVP is surely Robitaille. dvb",0,1,0,hockey
"In article < 1993Apr2.202146.22837@sol.ctr.columbia.edu> phoenix@startide.ctr.columbia.edu (Ali Lemer) writes: Mr. Bettman The Guy in the Wrong Sport Mr. Stein The Guy Who Should Be In Charge But Isn't Of course, we also need new names for the individual awards, and other stuff like the President's Cup. President's Cup The Trophy Given To the Best Regular-Season Team Hart winner The Most Valuable Player, chosen from the Guys in the Middle, the Guys on the Right, the Guys on the Left, the Guys Back There, and the Guy in the Net, though typically given only to the Guys in the Middle and the Guys on the Left and on the Right Norris winner The Best Guy in the back; or, the Guy who was awarded for something even though he is not one of the Guys in the Middle or on the Left or the Right ...ad nauseum. :-) -- Keith Keller LET'S GO RANGERS!!!!! LET'S GO QUAKERS!!!!! kkeller@mail.sas.upenn.edu IVY LEAGUE CHAMPS!!!! "" Next time you go over my head, I'll have yours on a platter."" -- Cmdr. Benjamin Sisko, 1993",0,1,0,hockey
"Heard last night that Paul Kuryia will be playing for the Canadian World Hockey team this year. He was on a local radio station when a friend of the familty called to congratulate him on the invitation. Meekly Paul told the host that he didn't think they wanted it out yet. This morning I heard that he is destined to play on a line with Lindros and Recci{unsure of this one}. If he plays well in this arena, he could go #1 or 2 in the draft.",0,1,0,hockey
"In article < 1993Apr6.172313.29469@wam.umd.edu> giant@next14pg2.wam.umd.edu (Thundarr) writes: You know what my answer will be: Hrivnak! The choice is obvious. -- GO SKINS! ||"" Now for the next question... Does emotional music have quite GO BRAVES! || an effect on you?"" - Mike Patton, Faith No More GO HORNETS! || GO CAPITALS! ||Mike Friedman (Hrivnak fan!) Internet: gtd597a@prism.gatech.edu",0,1,0,hockey
"Article-I.D.: ncsu.1993Apr6.215225.11611 References: < 1993Apr6.172313.29469@wam.umd.edu> < 91615@hydra.gatech.EDU> Sender: news@ncsu.edu (USENET News System) Reply-To: fmsalvat@eos.ncsu.edu (FRANK MICHAE SALVATORE) Organization: North Carolina State University, Project Eos Lines: 22 Originator: fmsalvat@c00574-1403br.eos.ncsu.edu Ok, but have you seen Tabaracci play yet? In his two starts and his relief effort for Beaupre, he has looked mighty sharp - don't forget the shutout. I think he's let in just four goals over eight periods of play. I like Hrivnak, but we might actually have to give some credit to David Poile for a change after this trade. Hopefully if Tabaracci starts against the Isles tonight, I haven't jinxed him. Frank Salvatore fmsalvat@eos.ncsu.edu",0,1,0,hockey
"Article-I.D.: access.1pstuo$k4n References: < C4zCII.Ftn@watserv1.uwaterloo.ca> Sender: kayleigh@access.digex.com Organization: Cadkey, Inc. Lines: 53 NNTP-Posting-Host: access.digex.net Bryan Smale (smale@healthy.uwaterloo.ca) writes: My votes (FWIW): Team MVP: Pat Verbeek. He fans on 25% of goal mouth feeds, but he still has 36 goals after a terrible start and has been an examplary (sp?) team captain throughout a tough couple of seasons. Honorable mention: Nick Kypreos and Mark Janssens. Probably more appropriate in the unsung heroes category than MVP, but Kypreos (17 goals, 320+ PIM) has been the hardest working player on the team and Janssens is underrated as a defensive center and checker. I guess I place a greater emphasis on hard work than skill when determining value. Biggest surprise: Geoff Sanderson. He had 13 goals and 31 points last season as a center, then moved to left wing and has so far put up 45 goals and 80+ points. He now has a new Whaler record 21 power play goals, most all coming from the right wing faceoff circle, his garden spot. Honorable mention: Andrew Cassels and Terry Yake. The kiddie quartet of Sanderson, Poulin, Nylander, and Petrovicky have been attracting the most attention, but Cassels is just 23 and will score close to 90 points this season. He has quite nicely assumed the role of number one center on the team and works very well with Sanderson. Yake bounced around the minors for a number of seasons but is still 24 and will put up about 20 goals and 50 points this season. Yake, like Sanderson, started performing better offensively once he was converted from center to wing, although lefty Sanderson went to the left wing and righty Yake went to the right side. Biggest disappointment: Hands down, John Cullen. Cullen had a disasterous 77 point season last year, his first full season after The Trade. Cullen started the season off of summer back surgery, and fell flat on his face (appropriate, since he spent all of his Whaler career flat on his ass, and whining about it). Cullen scored just 9 point on 19 games, was a clubhouse malcontent, commanded the powerplay to a 9% success percentage (>21% with Sanderson), and sulked his way out of town. Worst of all, his 4 year, $4M contract had three years left to run, so no one would give up any more than the 2nd round draft pick the Maple Leafs offered to Hartford. Honorable mention: Steve Konroyd, also subpar after signing a 3 year, $2.1M contract; Eric Weinrich, who showed flashes of competence, but overall has played poorly; Jim McKenzie, who was a much better hockey player two seasons ago than he is now; and Frank Pietrangelo, who only seemed to play well when Sean Burke was out for an extended period and he got to make a number of starts in a row. -SG (a real live Hartford Whalers season ticket holder) -steveg@cadkey.com",0,1,0,hockey
"For those Leaf fans who are concerned, the following players are slated for return on Thursday's Winnipeg-Toronto game : Peter Zezel, John Cullen Mark Osborne and Dave Ellett are questionable to return on Thursday. All regular players who were injured (including Dimitri Mironov) should be back for Saturday's home game against the Flyers.",0,1,0,hockey
The r.s.h FAQ sheet never fails to crash my newsreader. The only way I can avoid crashing (and restarting the machine) is to look at the headers and avoid reading the FAQ. Does anyone else have problems reading the FAQ? Tim Irvin ****************************************************************************** The season is near a merciful end...,0,1,0,hockey
